Destination,District,Timespan,Review
Bambarakiri ella,Matale,8 months ago,It was kinda scary as for a better view we should go on a vine bridge.but the view was supurb. You can visit yhis place on the way to the riverston view point.
Bambarakiri ella,Matale,2 months ago,Amazing place with wonderful scenic beauty. Close to the main road.
Bambarakiri ella,Matale,5 years ago,"Beautiful waterfall.
About 200m walk. Near the main road from Matale to Riverstone.
Safe place to have a bath. But it's a bit deep. If you can swim well, can have …"
Bambarakiri ella,Matale,5 years ago,Cascaded waterfall found on the way to Riverston. Quite and calm place all around. Best visited in early morning and evening. Possible to bath here but care must be taken since water level can be high sometimes depending on the rain.
Bambarakiri ella,Matale,3 months ago,"It is a iconic waterfall situated between Raththota & Riverston. It is about 200 m walk from the road to get a sight of this beautiful waterfall. There is an old suspension bridge, which adds value to photographs. It is not advisable to bath here."
Bambarakiri ella,Matale,a month ago,Very beautiful waterfall
Bambarakiri ella,Matale,10 months ago,Bambarakiri Ella is a beautiful natural waterfall and There is a suspension bridge above the waterfall...
Bambarakiri ella,Matale,5 months ago,"This is the first waterfall located on your way to riverston. You have to walk on a concrete road around 200 meters by foot from the main road to reach the water fall( if you are travelling on motor bikes, you can reach up to the suspension …"
Bambarakiri ella,Matale,a year ago,"Bambarakiri Ella
Bambarakiri Ella is in Rattota in Matale District in the Central Province in Sri Lanka. …"
Bambarakiri ella,Matale,a year ago,"Nice Place to visit, can have bath here. View has bit distroyed due to dam constructed. Can have great experience and good photo location at hanging bridge"
Bambarakiri ella,Matale,6 months ago,from matale 14km when you go there there is a roti shop infront of the road but very expensive near to waterfalls shops price are low.
Bambarakiri ella,Matale,a year ago,The waterfall is very beautiful as everyone of them. The special thing is there's a Hanging Bridge. It's a thing to try at least once in a lifetime. It gives a mixed feeling of terror and happiness. There's also a good Roti shop at the beginning of the road to this place it's a nice place to get your little hunger gone.
Bambarakiri ella,Matale,a year ago,"Good place.  Many people come here. I like.
About 15KM from Matale, Central Province.(on the way to Reverstone from Matale via Rattota) Few facilities - parking , wash rooms etc. any must go there."
Bambarakiri ella,Matale,4 years ago,"This place is amazing.
Love the bridge that makes your adrenalin rush especially if you have fear of heights since it is made of wood & has a free float movement on it as you walk …"
Bambarakiri ella,Matale,5 years ago,Wonderful waterfall on the way to riverston. No entrance fees. Easy access . Just about 200 m away from the main road. Nice hanging bridge with 3 small waterfalls. You can go up to the top of waterfall and that gives you more spcing for bathing . No refreshment stalls near by except small butique .
Bambarakiri ella,Matale,a month ago,upper is very good for take photos and no crowded
Bambarakiri ella,Matale,5 years ago,Nice waterfall which is located on the way to Riverston from Raththtota town. Its like 14km away from the town. Nicely located. But as I heard this waterfall is not a good place for take a bath. Anyway in mornings there are so many wedding …
Bambarakiri ella,Matale,7 months ago,"Wonderful place !!  cable suspension bridge was  great experience , waterfall is amazing,so many people had fun there also kids! Visit there ✌🏽🥰 …"
Bambarakiri ella,Matale,2 years ago,"Right next to the road to riverstone. But construction in the area is not doing any good to the waterfall.
Worth a visit. But be careful. People have drowned here."
Bambarakiri ella,Matale,5 years ago,A waterfall with easy access from main road to Riverstone from Matale. Bridge is bit slippery and damaged. So be careful when crossing. Not an good idea to swim to the end as it’s very deep and water flows in high speed in a circular …
Bambarakiri ella,Matale,3 years ago,"It is situated in Riverston road, before the Riverston. Road is unsafe to travel on heavy rainy days and you can't see the real beauty on heavy rainy days because it get floods. I think it's the only waterfall that you can go to the middle by a hanging bridge."
Bambarakiri ella,Matale,2 years ago,Nice waterfall. Can reach by 5 mins walk from vehicle parking point. Not advisable to bath here. Take precautions if you decide to bath.
Bambarakiri ella,Matale,4 years ago,"Bambarakiri Ella is one of the Very calm and beautiful waterfall in Sri Lanka.
About 30 minutes from Matale town when u start driving climbing Riverstone u will find bamabarakiri Ella. It’s like a 50m walk from where u can park the …"
Bambarakiri ella,Matale,4 months ago,"Lovely fall but be extremely careful if your going to take a bath. This fall easily access & have parking side of the road.
Please dont spoil the place, you can have some food & tea from the shop nearby …"
Bambarakiri ella,Matale,3 years ago,"The picturesque cascades of Bambarakiri Ella at the northern slopes of the Knuckles mountains are less frequented by foreign tourists, though a simple guesthouse is close-by, the Bambarakiri Ella Holiday Home. Tourists travelling to …"
Bambarakiri ella,Matale,2 years ago,"Bambarakiri Ella waterfall is situated in the picturesque Knuckles mountain range, close to Rattota town in Matale District. It is a small fall of 3 meters in height. Caution should be taken when bathing here as it has claimed the lives of …"
Bambarakiri ella,Matale,2 years ago,This is a fabulous waterfall surrounded greenish environment.it is situated in Rattotota in Matale District 18 km away from Matale town. Not very high height about 10 m.Different varieties of butterflies and birds come to the area.A very …
Bambarakiri ella,Matale,4 years ago,"Bambarakiri  Ella is one of beautiful waterfalls I have ever seen. Few km pass Rattota town, on the way to Riverston , you can see the waterfall.
Entrance is free for local and foreigners. There is a beautiful swinging bridge …"
Bambarakiri ella,Matale,5 years ago,"Babamara kiri ella . Small waterfall with a dancing wooden bridge on your way to riverstone..crystal clear water surrounded with rocks with a nice panaromic view. Felt so close to nature! be careful when taking a swim especialy kids, current is a bit strong somtimes."
Bambarakiri ella,Matale,3 months ago,"In the Matale District's scenic Knuckles mountain range, close to Rattota town, is where you'll find the Bambarakiri Ella waterfall. 3 metres is a rather low height for the descent. When bathing here, exercise caution because it has claimed …"
Bambarakiri ella,Matale,5 months ago,"Nature at it's best,don't miss enjoying this lovely place"
Bambarakiri ella,Matale,5 years ago,Nice place with natural beauty. But you better be careful since the place is dangerous. Enjoy the weekend lace but left the foot prints only.
Bambarakiri ella,Matale,3 years ago,"This waterfall is situated in the picturesque Knuckles mountain range, close to Rattota town in Matale District. So you can be seen while you are on the way to Riverston. Its very close to main road, So you can park your vehicle on the main …"
Bambarakiri ella,Matale,5 years ago,A beautiful waterfall only accessible by a rope bridge. The waterfall itself had greenish clear shallow pools as well as steady rocks to move across it. The rope bridge experience was both scary but fun at the same time. It was quite a scenic location. In fact there were people having photo shoots along the banks as well.
Bambarakiri ella,Matale,5 years ago,It's worth for visiting here and have a bath. Not the tallest one but very beautiful fall is set among the enchanting evergreen forest of the Knuckles mountain range. You can park the vehicle on the road side. can't find much better food …
Bambarakiri ella,Matale,2 months ago,"Worth to detour from the main road. Mainly local people goes there for bathing washing, dating & have some fun. Good atmosphere nice view."
Bambarakiri ella,Matale,a year ago,"Excellent place to enjoy the nature and there is a hidden place to bath safely. But be careful about water level, If it rained to to the top hill, there might be a sudden water level increase."
Bambarakiri ella,Matale,5 years ago,"Beautiful location, so nice it seem to be attracting more and more people. The day we visited (on a Saturday morning around 9:30 AM) it was crowded with couple taking professional pictures – they seem hog the place for a long time and did …"
Bambarakiri ella,Matale,5 years ago,One of beautiful waterfall in matale district. You can find easily since there is a board near the road regarding ella. It's 2 min walk from the main road. Bathing is dangerous. Don't miss this if you are going riverston.
Bambarakiri ella,Matale,5 years ago,It's an attraction you find while you are on the way to knuckles. Not polluted as much (yet). Not the most beautiful place you'd see in the central province but it's not hard to reach or far away from the main road. Don't miss it if you are going to knuckles
Bambarakiri ella,Matale,a year ago,"Must be small heaven
Beauty of nature
Waterfall #babarakiriella …"
Bambarakiri ella,Matale,5 years ago,"One of the best mini waterfalls , hidden in the road to  riverston. Very calm and quite ,There is a bridge to cross.park the vehicals near the waterfall notice board.(check photos) 3 min walk from road . Waterfall divided into many levels . …"
Bambarakiri ella,Matale,2 years ago,"One of the most Wonderful place with noice of waterfall.... U can easily visit this place.... Just go and park ur vehicle ( There r no proper parking setup, but there r spaces to park) and have to walk around 300m and the u will see a …"
Bambarakiri ella,Matale,4 years ago,This beautiful waterfall is located very close to Rattota- Riverston main road just few hundred meters. This is not very large waterfall but located in picturesque setting. Please do not dispose your garbage in this place and even by main road.
Bambarakiri ella,Matale,11 months ago,From Matale travel along the Matale – Illukkumbura – Pallegama – Giradurukotte Road passing Rattota up until Laggala. At Laggala turn to the Matale-Laggala Road to reach the Bambarakiri Ella Waterfall.
Bambarakiri ella,Matale,a year ago,"hey travlers Add this place to your bucket list...💞 babarakiri ella situated riverston road... beacuse u can visit both places in a little while ....🌍 (Take memories, leave footprints.)🌈️ …"
Bambarakiri ella,Matale,4 years ago,"This 3m fall is set among the enchanting evergreen forest of the Knuckles mountain range, the latter of which is said to resemble the fingers of a clenched fist. A suspension bridge spanning the falls adds the finishing touch to an already …"
Bambarakiri ella,Matale,5 years ago,"The waterfall is quite beautiful and I would highly recommend  this place for visiting. It's about 200 meters from the main road, therefore anyone could easily walk to the location. Bathing in the top of the waterfall is not recommended at …"
Bambarakiri ella,Matale,5 years ago,"The Bambarakiri Ella fall is set amongst the enchanting evergreen forest of the Knuckles mountain range near Rattota town. Crystal clear water pool. Interesting part is the swing bridge above the water falls, it's more adventures while …"
Bambarakiri ella,Matale,5 years ago,Just 5 minute walk from car park. Easy to access. Beautiful location.suitable to get nice bath. But be careful
Bambarakiri ella,Matale,4 years ago,"30mins drive from matale town. Easy access to this beautiful waterfall. If you are looking for a cold bath, thiz is the place. Location is superb and might get crowdy on weekends."
Bambarakiri ella,Matale,6 years ago,Babarakiri ella is a hidden beauty situated near Matale area. This waterfall isn't famous among locals but once you get there you'll never want to leave this place. We stayed...
Bambarakiri ella,Matale,6 years ago,Loved this place. They say not to jump in at a particular point because it drags them away due  to harsh underwater currents. Too many people and too much pollution but you can enjoy. Please be mindful to not throw polythene and garbage.
Bambarakiri ella,Matale,5 months ago,A beautiful waterfall with cable bridge and swimming pond
Bambarakiri ella,Matale,4 years ago,Not the best waterfall in Sri Lanka. But if you're around the area worth a visit. There is a small hanging bridge overlooking the waterfall.
Bambarakiri ella,Matale,5 years ago,"Great place to enjoy the nature. only 1 hour drive from Matale town.Road is not much good , but yet it is ok for ant vehicle other that heavy lorrys and trucks.It is situated on the way to Riverston. There is a boad representing the place, …"
Bambarakiri ella,Matale,4 years ago,Very beautiful water fall near mathale to riverston road. The hanging bridge is the best part to get experience.
Bambarakiri ella,Matale,a year ago,Nice scenery with beautiful waterfall.  Look at the at that place. Nature's amazing work.
Bambarakiri ella,Matale,5 years ago,"A beautiful waterfall, the roads leading to it aren't the best, but they aren't too bad either. Caution must be taken certain areas are very deep."
Bambarakiri ella,Matale,5 years ago,The best place I've ever been. Soo relaxing and i loved the atmosphere. We've enjoyed the beauty of the nature to its core. For the travellers who are visiting. Please do not spoil the place and take care of your self while having a bath. Go and enjoy it with proper conscious. And leave nothing but the footprints of yours.
Bambarakiri ella,Matale,4 years ago,One of the best locations for a bath along the riverston road l. Has enough parking space and a small shop to enjoy a tea and rotti. Just a 5 minute walk from the road
Bambarakiri ella,Matale,4 years ago,Beautiful place with cristal clear cold water. Scenery photo location.Dont try to bath in there.
Bambarakiri ella,Matale,a year ago,"Beautiful scenery
Be careful when you try to step on those slippery rocks..
The bridge looks pretty much safe.."
Bambarakiri ella,Matale,a year ago,"Beautiful place to visit.located in babarakiriella,near to rattota.Can have a bath but dangerous.Nice place for photography also.Thre is a hanging bridge.It is slightly damaged"
Bambarakiri ella,Matale,4 years ago,One of the eye catching water falls in sri lanka. Few steps away from the road which is close to the Rattota town. ✌️
Bambarakiri ella,Matale,3 years ago,You can visit Bambarakiri Falls on the way to Riverston. Can bath near the falls carefully. The location is famous for pre- shoots due to the swing bridge near the falls.
Bambarakiri ella,Matale,a year ago,Right next to the road to riverstone. Worth a visit. But be careful. Easy access
Bambarakiri ella,Matale,5 years ago,Easily you can reach there on the way to riverston and pitawala patana. Just 500 meeters have to walk from the main road. Nice small water fall and hanging bridge.
Bambarakiri ella,Matale,4 years ago,One of the most beautiful falls in Sri Lanka. The bridge connecting the two sides are one of the attractions of this place as well as the water fall it-self. Highly recommended for a holiday visit.
Bambarakiri ella,Matale,4 months ago,Nice place to visit. Can have a bath also but you have to be careful .
Bambarakiri ella,Matale,10 months ago,It’s so close to the Road. Anyone can go there. Amazing place to visit.
Bambarakiri ella,Matale,4 years ago,"Beautiful fall with a bunch of natural pools, with a nice suspension bridge to cross over. Could be crowded during the weekdays and holidays. Avoid bathing in the dam area as this is the drinking water source for the area. The surrounding has been littered badly, try not to carry any polythene, and help clean up whenever possible."
Bambarakiri ella,Matale,4 years ago,Some what nice small waterfall while travelling on the way to Riverston Matale.......to view this you have to take a pathway and walk  along a long swinging wood bridge which is kind of dangerous as well as exciting.
Bambarakiri ella,Matale,3 years ago,"Bambarakiri Ella waterfall is situated in the picturesque Knuckles mountain range, close to Rattota town in Matale District. It is a small fall of 3 meters in height. Caution should be taken when bathing here as it has claimed the lives of …"
Bambarakiri ella,Matale,5 years ago,"This 3m fall is set among the enchanting evergreen forest of the Knuckles mountain range, the latter of which is said to resemble the fingers of a clenched fist. A suspension bridge spanning the falls adds the finishing touch to an already …"
Bambarakiri ella,Matale,5 years ago,"Very nice place to visit for local and tourist too..!
A good adventure I spent with my friends.
Catch some few photos of Bambarakiri Ella captured by me..!"
Bambarakiri ella,Matale,5 years ago,Beautiful place. You can go near to water and even you can bathe. No entrance fee. Feel free to enjoy nature.
Bambarakiri ella,Matale,4 years ago,Nice waterfall.clean and clear water.very beautiful place.
Bambarakiri ella,Matale,2 years ago,Attractive waterfall and very cool environment..carefully bath because lots of peaple died this place.
Bambarakiri ella,Matale,5 years ago,"Bambarakiri Ella is one of the most beautiful water falls in central province. Located at hillside of Matale district covered by many beautiful scenery, about 300 away from the road. Not allowed for bathing. But still a spectacular view you can enjoy. Highly recommend to visit"
Bambarakiri ella,Matale,a year ago,"Only see the waterfall.Dont try to barth,its very dangerous."
Bambarakiri ella,Matale,4 years ago,"Beautiful waterfall at Raththota-Riverston road

Natural pool is not safe to swim
Do no litter"
Bambarakiri ella,Matale,a year ago,"This magnificent waterfall is situated close to Rattota town in Matale District. Take Matale – Ilukumbura road to the Bamarakiri Falls bend, which is 1km past Rattota town, where the fall is to be found. The Bambarakiri Falls is 18km from …"
Bambarakiri ella,Matale,4 years ago,One of a beautiful waterfall near Reverston. Nice place to have a bath.. :D
Bambarakiri ella,Matale,3 years ago,Two 30ft step waterfall and suspension bridge on top of the stream has it's own calm beauty.
Bambarakiri ella,Matale,5 years ago,Really nice waterfall around Riverston area but not a ideal bathing place actually coz water level rises up suddenly.
Bambarakiri ella,Matale,4 years ago,A beautiful waterfall situated in Matale district near Rattota Town.
Bambarakiri ella,Matale,4 years ago,"The Babarakiri elle is amazing place in matale district. cool, silent and peaceful place. can seeing unbelievable sceneries. bet for  photographs like pre shoot etc. …"
Bambarakiri ella,Matale,6 years ago,Beautiful waterfall. Good bathing place. 300m walk from main road.. Drink and bath not recommended
Bambarakiri ella,Matale,5 months ago,Very nice place to relax and enjoy
Bambarakiri ella,Matale,5 years ago,Nice place to have a cold water bath on the way to Riverston. I believe it's safe there if you are responsible.
Bambarakiri ella,Matale,5 years ago,Still not polluted. Good place to visit. No car prk. But you can park vehicles on the road side. Approx 200m walk from road.
Bambarakiri ella,Matale,3 months ago,Bambarakiri Ella is a beautiful creation of the nature. It's not recommended for bath.
Bambarakiri ella,Matale,4 years ago,"Bambarakiri Ella (Bambarakiri Waterfall) is located in Matale - Ilukkumbura road, nearly is about 15 kilometers from Matale. It is one of the attractive places of the people who are traveling to Riverston. This waterfall has 3 steps. But …"
Bambarakiri ella,Matale,4 years ago,"Nice place to visit and bath. Villagers are very friendly. Beware of deeper pools. Water is very cold. And also please don't put polythene and plastic, make sure you bring them all back with you."
Bambarakiri ella,Matale,5 years ago,"Beautiful place, but should be careful while having bath or crossing the water... Good place to visit with friends or family"
Bambarakiri ella,Matale,4 years ago,Beautiful and very suitable place for visit. Specially for pre shoot. Unforgettable trip that I went
Bambarakiri ella,Matale,a year ago,"The waterfall is an amazing place to see and relax. (Caution is, not allowed to swim there!!) But there is a nice place to swim when we go to rightwards just after the bridge! I thought that it would be worth to share a clue that where to have a bath!"
Bambarakiri ella,Matale,3 years ago,Nice place to visit. U can't bath there. But good place.
Bambarakiri ella,Matale,3 years ago,"One of most beautiful waterfall I ever visited.
❤️❤️❤️"
Bambarakiri ella,Matale,3 years ago,This is one of the nice waterfalls around matale. Very clam place where you can enjoy the nature. This place is very easy to reach.
Bambarakiri ella,Matale,4 years ago,"Beautiful location. Perfect spot for a quick dip. The water is crystal clear and the flow is calm.
The road is rough and narrow, but enough parking space near the entrance.
No changing rooms, restrooms. So be prepared."
Bambarakiri ella,Matale,2 years ago,"A place to enjoy the serene beauty of  nature in the form of a waterfall..
A picturesque place for photography..
The lady who runs the teashop near to it and her family members are really helpful.."
Bambarakiri ella,Matale,3 years ago,The bridge is not that safe  but nice place to have a bath
Bambarakiri ella,Matale,3 months ago,"Babarakiri ella is in way to riverston, very beautiful waterfall with bridge,"
Bambarakiri ella,Matale,4 months ago,Short walk from main road. Easy access. Nice waterfall
Bambarakiri ella,Matale,6 days ago,"Safety ,nature ,life .."
Bambarakiri ella,Matale,5 months ago,Nice natural view can climb up through the falls. Not kids friendly at all.
Bambarakiri ella,Matale,5 years ago,Nice little waterfall. You can get a good view.. you can even bath there..
Bambarakiri ella,Matale,3 years ago,Dangerous to swim. Bridge was too old and have to be careful with steps. Have to take a 5min walk from the road. No parking. Can be parked in the sides of road.
Bambarakiri ella,Matale,5 years ago,"A nice place in a quiet location. There is a hanging bridge, you can enjoy there. It’s great to have a bath there also. It’s safe. There are some small retailers, from whom you can buy snacks and all."
Bambarakiri ella,Matale,2 years ago,"Unable to bath due to Ongoing hydro project.
There is nice sangili bridge over there.
Not good place to visit with kids due to the condition in the bridge."
Bambarakiri ella,Matale,4 years ago,"A beautiful place to visit. Clear water. Visitors can have a bath here, but please keep only footprints."
Bambarakiri ella,Matale,5 years ago,One of a awsome and atrractive waterfall I have ever seen. Go and enjoy it...
Bambarakiri ella,Matale,5 years ago,Really recommended waterfalls and good for bathing
Bambarakiri ella,Matale,2 years ago,Picturesque c👀l location. One of a best place spend leisure. …
Bambarakiri ella,Matale,6 years ago,Its a very nice place to relaxing and very beautiful.It is a place you must visit if you are in Srilanka.Please remember the water fall is so deep if your wish to bath please take necessary precautions because the  place is slippery and water is deep.
Bambarakiri ella,Matale,a year ago,"Beautiful place
We can 🛁 bath
Must be careful …"
Bambarakiri ella,Matale,2 years ago,"it's an actractive waterfall,close to reverston road but dangerous to bath."
Bambarakiri ella,Matale,3 years ago,"If you want to swim, this is the place. Go up the river. You will find good places."
Bambarakiri ella,Matale,6 years ago,"Good place to feel nature and have a safe bath, in weekend this place of local visitors"
Bambarakiri ella,Matale,6 months ago,Nice and cool but potential threats are there
Bambarakiri ella,Matale,a year ago,"Beautiful waterfall which has 2 stages creating 3 pools. There's a simple suspension bridge connecting each side of the waterfall. Even though there are pools one can access easily, it's not advised to swim because there has been 40 or more drownings. Beware when using the suspension bridge, because it was not maintained well."
Bambarakiri ella,Matale,4 years ago,"nice place to travel.
Water is vary cold and clear. …"
Bambarakiri ella,Matale,3 weeks ago,Very beautyful place.. but must be careful
Bambarakiri ella,Matale,a year ago,"Beautiful natural sight.
Bridge needs a renovation though."
Bambarakiri ella,Matale,3 years ago,A good place to have a bath and enjoy the cold water.
Bambarakiri ella,Matale,4 years ago,"One of beautiful Waterfall and best time to go in the mid Morning

Some people ruining this amazing place.who are not thinking about clean environment. Also people get drunken and misbehave badly.😡 …"
Bambarakiri ella,Matale,5 years ago,"Not recommended to swim during Rainy days.
Best swimming pool gifted by Mother Nature."
Bambarakiri ella,Matale,6 months ago,Fantastic small water fall
Bambarakiri ella,Matale,6 years ago,One of the nice waterfalls in matale district.. 🌊 …
Bambarakiri ella,Matale,5 years ago,Good place to visit. swimmers can bath under the waterfall but kids can't. And there is place for kids over the waterfall.
Bambarakiri ella,Matale,8 months ago,"Babarakiri Falls is one of the most beautiful waterfalls found in Matale district... although the journey is difficult, the destination is very beautiful.."
Bambarakiri ella,Matale,5 years ago,Amazing water fall in Sri Lanka. Highly Recommended
Bambarakiri ella,Matale,3 years ago,"It’s truly a calming place and you can take some decent photos around this area, just take some clothes and go because when you go there you’ll not come back without taking a bath"
Bambarakiri ella,Matale,a year ago,Perfect place to chill. Skip raining days
Bambarakiri ella,Matale,4 years ago,Small waterfall. Nice rope bridge experience. Good place to have a glance when on the way to riversten.
Bambarakiri ella,Matale,4 years ago,"nice place to travel.
If you travel to Mathale, then you must go to this place"
Bambarakiri ella,Matale,5 years ago,Sri Lankan wondrfull nature is one awasome place
Bambarakiri ella,Matale,4 years ago,This water fall located in Mathalae distric.beautiful water fall.
Bambarakiri ella,Matale,3 years ago,This beautiful water fall situated Mathele Raththota area. Walking distance from the road.There is a nice bridge across the water fall.
Bambarakiri ella,Matale,4 years ago,Very beautiful place to visit..has a beautiful waterfall ...
Bambarakiri ella,Matale,11 months ago,A small and beautiful waterfall located near the road to Riverston. You can easily reach to the place after about 5 minutes walking.
Bambarakiri ella,Matale,2 years ago,Nice location on the way to Reversten.. we have to walk along a Hanging Bridge .. cool water bathing place.. but somewhat deep.
Bambarakiri ella,Matale,4 years ago,Very beautiful and small waterfall. You can bath here.
Bambarakiri ella,Matale,3 years ago,Beautiful small waterfall. Not crowded place.
Bambarakiri ella,Matale,5 years ago,Excellent place to stay with nature and best place to spend your day outings so remember to bring food and drinks with you don't bring any plastic
Bambarakiri ella,Matale,a year ago,The venue very picturesque as much as the it could be treacherous if you slip along the way. The hanging bridge that takes the tourists across is a very unique experience and gives a fresh vantage point that you may not get at many other …
Bambarakiri ella,Matale,2 weeks ago,Lovely location 😍😍❤️ …
Bambarakiri ella,Matale,6 months ago,Beautiful Nature place you can have bath but you have to be very careful
Bambarakiri ella,Matale,4 years ago,It is a very nice waterfall. It is also safe to bath.You have to cross a hanging wooden bridge to get to the other side. So be careful when you walk on the bridge. The wood of the hanging bridge has decade. The waterfall is created as a …
Bambarakiri ella,Matale,a year ago,"If you wanna feel nature, go there alone"
Bambarakiri ella,Matale,a year ago,Another amazing destination in Sri Lanka. Love this place..
Bambarakiri ella,Matale,5 years ago,One of beautiful waterfall in mathale. It's looking good with bridge .
Bambarakiri ella,Matale,5 years ago,Nice place. Very close to main road
Bambarakiri ella,Matale,2 years ago,Nice place to bath❤️ #save_nature
Bambarakiri ella,Matale,5 years ago,Bambarakiri Ella is very very beautiful place. 😍. This place has a hanging bridge. Very nice place …
Bambarakiri ella,Matale,5 years ago,Water fall is very beautiful
Bambarakiri ella,Matale,4 years ago,"Really a nice, relaxing place. Great chill out place for someone who wants to have a natural refreshing bath."
Bambarakiri ella,Matale,2 years ago,"Bambarakiri Ella is a magnificent crystal clear waterfall set amidst the mesmerizing greenery of the Knuckles mountain range.At the foot of the waterfall there is a pool surrounded by rocks where you can take a bath, the water would be very …"
Bambarakiri ella,Matale,4 years ago,"Nice place to enjoy and have fun(fish therapy is free😉),but please try to keep it clean when you go there. …"
Bambarakiri ella,Matale,a year ago,Great waterfall on the side of the roaad of riverston hill. Good naturaal for bath.but should be carefull of drawning bit sid of the pool is bit deep. ✌️
Bambarakiri ella,Matale,4 years ago,Nice waterfall over the bridge. 👍👍👍 …
Bambarakiri ella,Matale,5 years ago,Most Beautiful place in Sri Lanka.
Bambarakiri ella,Matale,4 years ago,Breath taking location near Riveston. Nice view ❤️
Bambarakiri ella,Matale,a year ago,Beautiful place. Be safe and do not try to jump to water and swim.
Bambarakiri ella,Matale,4 years ago,Beautiful place for photography when I was here it's raining so water is little muddy in other days can't explain the beautie in here
Bambarakiri ella,Matale,4 months ago,Marvelous place….❤️❤️❤️
Bambarakiri ella,Matale,a year ago,"It is beautiful...
There is hanging bridge on the way to the water fall gives you to little bit adventure... Ideal place to photo shoot...  Be careful... protect your loved ones... Very Slippery slope..."
Bambarakiri ella,Matale,6 months ago,Good place for nature lovers..when its have rain..dangerous to have same swim ..
Bambarakiri ella,Matale,2 years ago,Nice waterfall in knuckles mountain range.
Bambarakiri ella,Matale,3 years ago,The place is very nice and easy to reach. Dangerous and Amazing waterfall and you will have a bath definitely. But careful. Hidden story behind the attractiveness is some people has been sacrificed their lives to demons. Therefore be careful when you bath and follow the instructions given by Government and the villagers.
Bambarakiri ella,Matale,4 years ago,It is the ameizing water fall that we can see in matale... no words .. you must be their and see it from your eyes .
Bambarakiri ella,Matale,4 months ago,This natural attraction is a nice place to visit while traveling. The location is easily accessible and offers a unique experience with a hanging bridge for an added thrill. The scenery is beautiful with lush green surroundings and …
Bambarakiri ella,Matale,3 years ago,One of the most beautiful waterfalls to definitely visit while on the way to the heart of Riverston. Also it is a safe place to take a dip. Views are the most amazing views you can find in the journey. Location is also well known by photographers now a days.
Bambarakiri ella,Matale,5 years ago,beautiful waterfall in nuckels range.on the way to reverston.
Bambarakiri ella,Matale,a year ago,Now the water project has been done so this is back again to our enjoyment
Bambarakiri ella,Matale,4 years ago,Very clear water. Good place for safe bath in cool water
Bambarakiri ella,Matale,4 years ago,It's a super cool palce staying with friends and super cold wate ina fall nice time spent place🤘 …
Bambarakiri ella,Matale,4 years ago,Stunning water fall which is found while travelling towards Riverston area. there is not much parking facility and entrance situated in sharp bend. careful about parking your vehicle because  buses traveling this road frequently. couple of …
Bambarakiri ella,Matale,a year ago,Beautiful waterfall ❤️
Bambarakiri ella,Matale,6 years ago,Very clean water and not deep. very Safety.
Bambarakiri ella,Matale,a year ago,"Amazing views. Road is under construction right now.

Always listen to the locals living nearby the falls. As they got good advice wether or not to bath their."
Bambarakiri ella,Matale,5 years ago,Nice and clean place. Relaxing and calm.
Bambarakiri ella,Matale,4 years ago,The only waterfall with bridge I've seen during my time in srilanka
Bambarakiri ella,Matale,a year ago,Very beautiful and super place!
Bambarakiri ella,Matale,5 years ago,"This iconic waterfall is on the way to riverston and it has a beautiful view. There are two waterfalls.. One which you can even walk closer to, and the other which falls off below the hanging bridge. …"
Bambarakiri ella,Matale,3 months ago,For Bathing and enjoying the Nature it’s a heaven….
Bambarakiri ella,Matale,4 years ago,"Amazing place, please save this place do not bring plastics, polithean,.. nice pace to bath"
Bambarakiri ella,Matale,4 years ago,Super awesome natural bathing spot popular among locals and foreigners. it has few waterfalls and nice bathing natural pools. you have to walk a little bit of the road to reach the place. you ca dive it to some natural pools but careful some are really deep.
Bambarakiri ella,Matale,2 years ago,A waterfall situated on the way to Riverston from Matale. It is about 200m from the road and there is a hanging bridge on the way which has a nice view. The waterfall is very beautiful and good for photography. The vehicles can be parked beside the main road.
Bambarakiri ella,Matale,a year ago,Bambarakiriella is a place where you want to visit during your visit to Riverstone. Really nice photographic locations and the fall is very beautiful. However bathing is not encouraged.
Bambarakiri ella,Matale,3 years ago,"Bambarakiri Ella Falls

Bambarakiri Ella Falls in Sri Lanka or Bambarakele Waterfall is a tall waterfall …"
Bambarakiri ella,Matale,4 years ago,Good place to go a friends trip. Good locations
Bambarakiri ella,Matale,4 years ago,Another beautiful waterfall on the way to Riverstone.. The visitors must park the vehicles on the main road and walk to the waterfall.... A nice location with a breathtaking view... There is a suspension bridge across the waterfall from which we can move to the other side of the waterfall. Amazing place.. 🍃❤ …
Bambarakiri ella,Matale,5 years ago,Beautiful surrounding covered from rocks. Waterfall is attractive and quite atmosphere out there. Access road is not much good. Have some small shops near by road to get some short eats. No toilets or changing place near the waterfall
Bambarakiri ella,Matale,3 years ago,Its very beautiful place and be careful when bathing here because of the waterfall pond is so deep. when you travelling riverstone via rattota you can just find this location. Old type moving bridge also have here
Bambarakiri ella,Matale,4 years ago,Hi all this is the one of the beautiful waterfall in Srilanka when you travel mathale I think you should definitely see this beautiful waterfall. I would recommend know if you can visit this place is when the rainy season so it will be very …
Bambarakiri ella,Matale,5 months ago,Beautiful waterfall
Bambarakiri ella,Matale,5 years ago,Nature is verry beautiful ❤️ love this place
Bambarakiri ella,Matale,4 years ago,Beautiful small waterfall
Bambarakiri ella,Matale,3 years ago,"Just one hour tour ,enjoy sri lankan tea and rotti"
